"","(Intercept)","Mkt.RF","SMB","HML","date"
"64",-1.06355354696469,0.674210375671101,-0.00866469167388623,1.20358428989417,2018-03-23
"65",-1.08354037551332,0.65660819421207,-0.00716939934620328,1.21410226372016,2018-03-29
"66",-1.19673950808073,0.71736041362886,-0.0349062258298941,1.28072272826626,2018-04-06
"67",-1.16565393755786,0.742415691759646,0.000228120862073428,1.18921004757595,2018-04-13
"68",-1.25068467505971,0.731087594793168,-0.0191936545506137,1.09573063671,2018-04-20
"69",-1.29528004929404,0.7399845781879,-0.00198714950169258,1.07848748020049,2018-04-27
"70",-1.17990663787871,0.715224501286694,-0.063545884642637,1.03481140818059,2018-05-04
"71",-1.20410299893152,0.726212190074981,-0.0533339127300306,1.04519675725272,2018-05-11
"72",-1.23601635543256,0.73461552422464,-0.0890678631345748,1.03881018136755,2018-05-18
"73",-1.32549712851732,0.71912622708677,-0.0765473968742535,1.06988934684543,2018-05-25
"74",-1.31452016013111,0.722510537403831,-0.0650872496064308,1.05846939903015,2018-06-01
"75",-1.34424576343443,0.720703479442553,-0.074809917919142,1.06129881085155,2018-06-08
"76",-1.40644249074232,0.734110681576196,-0.113287148450145,1.1445965627409,2018-06-15
"77",-1.38438363570688,0.720519793676372,-0.0890346438266024,1.14809137689652,2018-06-22
"78",-1.36337390511743,0.707019818580798,-0.102402095731423,1.1500541046346,2018-06-29
"79",-1.37156926831841,0.702579959592438,-0.124689940014133,1.15616887958142,2018-07-06
"80",-1.35210012062229,0.715779421431586,-0.137290646866012,1.16906272189947,2018-07-13
"81",-1.38685491255081,0.72345726291365,-0.134445215704679,1.11979186727803,2018-07-20
"82",-1.42903117455321,0.718032732157909,-0.084407314618396,1.09459622943284,2018-07-27
"83",-1.45503777599226,0.712585545569051,-0.0777396483426232,1.09381780525572,2018-08-03
"84",-1.49100162665903,0.714304302194131,-0.074714211778493,1.10047223925315,2018-08-10
"85",-1.5897086299848,0.71227610653003,-0.0650101744263202,1.05547416771036,2018-08-17
"86",-1.56032529235593,0.709950380281351,-0.0432595326647157,1.0471814984329,2018-08-24
"87",-1.52961441466454,0.714415737084923,-0.0426092455315065,1.06548771650172,2018-08-31
"88",-1.67665713671446,0.813272380858013,-0.0407952535872134,1.03248522486732,2018-09-07
"89",-1.63815137754773,0.826188347871648,-0.044704384347117,0.976385114181747,2018-09-14
"90",-1.64785965480788,0.823556494836914,-0.043081993235475,0.970056599854469,2018-09-21
"91",-1.7167469135583,0.819828248071704,-0.0282090780938249,0.856720070936177,2018-09-28
"92",-1.78607690184228,0.841732702831296,0.0367757166363037,0.767332569561077,2018-10-05
"93",-1.8188110109023,0.91126523135103,0.0116991143336959,0.777445615288701,2018-10-12
"94",-1.86973469615114,0.913961897461496,0.0409567774804519,0.760578679459768,2018-10-19
"95",-2.02663610015266,0.991946614887316,0.155581147088357,0.699035987036432,2018-10-26
"96",-2.04942818177425,0.922852935829113,0.101465070943697,0.690110215018438,2018-11-02
"97",-2.06951275615287,0.90917466155247,0.350547540155631,0.722383401922269,2018-11-09
"98",-2.10479596077199,0.921083435239777,0.330486511435597,0.703514243788285,2018-11-16
"99",-2.16809184353431,0.960544674611999,0.274464445982754,0.666231524840833,2018-11-23
"100",-2.25972579370086,0.961706328569098,0.375489874564464,0.521015063340194,2018-11-30
"101",-2.26351742034587,0.899768008437974,0.313954287543241,0.463825098586686,2018-12-07
"102",-2.31691368543126,0.919884572474305,0.400123632513949,0.525707318377079,2018-12-14
"103",-2.36125910564614,0.987882461555707,0.432729284570556,0.485500287931224,2018-12-21
"104",-2.38419686158484,0.973367393639224,0.415698429268862,0.496904438051998,2018-12-28
"105",-2.42930461029237,0.951280457229958,0.3962271252181,0.477512103157408,2019-01-04
"106",-2.45418769522431,0.943708874768605,0.37004292596747,0.494395377283398,2019-01-11
"107",-2.50797124248183,0.922839149087031,0.412109820319782,0.475201653510117,2019-01-18
"108",-2.51853521394514,0.934055642998699,0.414831724632705,0.491156886305656,2019-01-25
"109",-2.55641518905442,0.934015799561969,0.405670421487748,0.503968500824036,2019-02-01
"110",-2.60677820707467,0.935981098334136,0.401004942533981,0.548049588370866,2019-02-08
"111",-2.55998754962527,0.956661479762358,0.387611013704585,0.546956042308803,2019-02-15
"112",-2.59348475612959,0.954303696865291,0.376849775333222,0.559928615551039,2019-02-22
"113",-2.64969134253582,0.947383874969148,0.417300211751062,0.58772761014254,2019-03-01
"114",-2.68255896027469,0.969144337941226,0.465206740264519,0.596194719567091,2019-03-08
"115",-2.69821731996788,0.963344393071135,0.460062059627697,0.597162025884423,2019-03-15
"116",-2.71594087537632,0.974372557525498,0.486537521811799,0.637706878865306,2019-03-22
"117",-2.89298082699167,0.945310368475158,0.277938305758908,0.501524833626112,2019-03-29
"118",-2.97068835880449,0.91776079990147,0.261963779619364,0.44118257321848,2019-04-05
"119",-2.99414919718397,0.921534803597785,0.269418525635026,0.44459794016104,2019-04-12
"120",-3.01816425227066,0.925282795555843,0.323829781043457,0.435996210330861,2019-04-18
"121",-3.08511028153686,0.907671209872623,0.322556576971559,0.491340596646523,2019-04-26
"122",-3.11851497440307,0.908419746462881,0.291507203091943,0.470248092376786,2019-05-03
"123",-3.14327995160527,0.911515497469173,0.30335737698962,0.500492796970774,2019-05-10
"124",-3.17414502192823,0.915762552213559,0.324267659825554,0.512061413791994,2019-05-17
"125",-3.18236340547886,0.941017778795346,0.324730848550378,0.503183374467284,2019-05-24
"126",-3.17313494738824,0.944183651512271,0.335123474245028,0.493676981444559,2019-05-31
"127",-3.22318084529033,0.89911110405865,0.375008175629886,0.471951413853397,2019-06-07
"128",-3.29258143232518,0.900706620084207,0.430334825327193,0.505512574855001,2019-06-14
"129",-3.28755322278805,0.90032193784311,0.432693471113841,0.483500771775768,2019-06-21
"130",-3.28491735145932,0.900827173848154,0.420882613916389,0.503988075643746,2019-06-28
"131",-3.30751617869955,0.887671697397029,0.459530582262448,0.519653524865667,2019-07-05
"132",-3.30873252827444,0.88569886801671,0.446886262209227,0.536437456266466,2019-07-12
"133",-3.32393120365106,0.891465108826532,0.450059656052008,0.547082289798231,2019-07-19
"134",-3.46749006825946,0.869154457339224,0.470536042478392,0.431836347142028,2019-07-26
"135",-3.50522600043269,0.878745308336411,0.495065361401613,0.423779264598594,2019-08-02
"136",-3.54060116280593,0.892811073773199,0.533845877414502,0.497218285767298,2019-08-09
"137",-3.56088572075895,0.903089502963336,0.522012952300144,0.529923831565712,2019-08-16
"138",-3.58056785139597,0.903667428246696,0.518070164875202,0.52058539139466,2019-08-23
"139",-3.58511218697699,0.904028988626773,0.502495092067829,0.535941045693887,2019-08-30
"140",-3.60631156388484,0.912556462302403,0.496968536465594,0.573542233654807,2019-09-06
"141",-3.62889213555968,0.904688713286918,0.494553983026423,0.555227405302138,2019-09-13
"142",-3.63519572645909,0.890724842219189,0.430071436967389,0.445838488745756,2019-09-20
"143",-3.69869735538447,0.900309212496144,0.458513817026145,0.372958827438017,2019-09-27
"144",-3.72158814639402,0.913792526054932,0.483920654609633,0.472077706974445,2019-10-04
"145",-3.7078785800108,0.92051635796951,0.486174260653171,0.483938532204558,2019-10-11
"146",-3.78701636898729,0.912824547609744,0.465312382570725,0.442325976460561,2019-10-18
"147",-3.79211615588412,0.91859720076367,0.488041857403918,0.454762106434836,2019-10-25
"148",-3.83274965111393,0.918882008417101,0.54019513908759,0.46561760295574,2019-11-01
"149",-3.82993626757149,0.927963507919833,0.559145610352649,0.526667227853919,2019-11-08
"150",-3.78125516808539,0.92660875945569,0.605387065942886,0.539617714883147,2019-11-15
"151",-3.75509389504562,0.920556740113764,0.592841414067698,0.500963968409971,2019-11-22
"152",-3.78234109152246,0.91251298932409,0.598265162402006,0.472262285856381,2019-11-29
"153",-3.76554493948558,0.910770212318437,0.633228607172843,0.488945145279883,2019-12-06
"154",-3.78420530634149,0.907821946814806,0.638646422128896,0.49995044480714,2019-12-13
"155",-3.85639614077075,0.904129836996704,0.592165337039252,0.466406821231271,2019-12-20
"156",-3.84500048608701,0.907028086345184,0.583017380525818,0.462872203718761,2019-12-27
"157",-3.84953899978373,0.890688525555078,0.596740905596607,0.473929266717936,2020-01-03
"158",-3.89182406286694,0.87635432518673,0.572040726693095,0.421438024403919,2020-01-10
"159",-3.90664790092247,0.870794834689596,0.567851727565221,0.430833816613284,2020-01-17
"160",-3.9254455598374,0.865262502715062,0.598074162827816,0.447045437093717,2020-01-24
"161",-3.93927960179605,0.874420176913711,0.60837755714332,0.458557426364058,2020-01-31
"162",-3.9014590052181,0.792410913530484,0.676120402501435,0.477918531996317,2020-02-07
"163",-3.90742170117273,0.770312770032406,0.677916528187689,0.474513594454615,2020-02-14
"164",-3.94570507054056,0.764403761073909,0.678018647557693,0.487933784574362,2020-02-21
"165",-3.97904848581823,0.894663795937632,0.64784070341699,0.553726447954723,2020-02-28
"166",-3.97587158131223,0.895613567543517,0.670886425006592,0.602228501227262,2020-03-06
"167",-3.99935360339878,1.06678659476201,1.10298442410596,0.782210107226425,2020-03-13
"168",-4.1187075192236,1.08784669643047,1.0293866719415,0.657409118021872,2020-03-20
"169",-4.1493588118046,1.0766611504663,1.05130359578734,0.646459746786983,2020-03-27
"170",-4.19372542321775,1.10674392475855,0.785152259390549,0.139549931966081,2020-04-03
"171",-4.3888041440723,1.04562716242426,0.667839151193673,0.0281062607106418,2020-04-09
"172",-4.41821081061445,1.07896263666478,0.643044869887076,-0.0750655884812401,2020-04-17
"173",-4.36129289356599,1.07330401647605,0.738693482352922,-0.106127425981934,2020-04-24
"174",-4.19702725721025,1.0330344728584,0.841021544869588,0.054077551949011,2020-05-01
"175",-4.1621751394332,1.07342581593933,0.955142488685612,-0.0475663702983934,2020-05-08
"176",-4.14262516438151,1.07364328470661,0.97316053305108,-0.0777658995787492,2020-05-15
"177",-4.04696845474337,1.07512817477279,1.01459827358426,-0.0555580282486909,2020-05-22
"178",-4.08184993116573,1.07334408294248,0.995144663880104,-0.0515970725785389,2020-05-29
"179",-3.88209874249758,1.07159159609868,0.944245055801872,0.190117169413467,2020-06-05
"180",-3.81989339160596,1.07362947120165,0.985514213841758,0.158627784264212,2020-06-12
"181",-3.86184388867325,1.08122297097827,0.955686468076799,0.154085138267546,2020-06-19
"182",-3.93271148489095,1.09286529094263,0.980827963150838,0.148283698880261,2020-06-26
"183",-3.88021101578876,1.10608901900857,1.02667492068063,0.128484317001942,2020-07-02
"184",-3.91702144150392,1.09347017486702,1.07386220315597,0.136133033206588,2020-07-10
"185",-3.86696090247744,1.09019287955944,1.09019257427584,0.147615215593636,2020-07-17
"186",-3.85459608749668,1.08094015447805,1.1555186625095,0.153227881124117,2020-07-24
"187",-3.87446609701092,1.06953098054712,1.16389289563821,0.173104909104775,2020-07-31
"188",-3.88341705068174,1.06910070738714,1.14825296039404,0.172257116274657,2020-08-07
"189",-3.75205613446359,1.06469468491279,1.14285751495334,0.206669966095222,2020-08-14
"190",-3.76925094845432,1.06095077743192,1.13735479044955,0.217057894070062,2020-08-21
"191",-3.75269836255366,1.06668744819766,1.11744290146523,0.221921142314048,2020-08-28
"192",-3.72735319632551,1.06311164350157,1.10885813116749,0.227248956630343,2020-09-04
"193",-3.77202716554637,1.06014543949677,1.11249370091946,0.233026924146036,2020-09-11
"194",-3.72127397968822,1.05335668326799,1.28151502129729,0.192358606414794,2020-09-18
"195",-3.72542867739929,1.05715371188152,1.24493167556765,0.189348476435921,2020-09-25
"196",-3.84053140027987,1.07011567584417,1.28596797868644,0.133443918212374,2020-10-02
"197",-3.81499931587186,1.07323169160437,1.30915084738654,0.128530244366274,2020-10-09
"198",-3.7955428995504,1.07245803295327,1.30215584839875,0.132004842775155,2020-10-16
"199",-3.77904269938856,1.06448399812461,1.31045100859334,0.127922161834271,2020-10-23
"200",-3.72974861262671,1.08189100549601,1.36258496485931,0.118358297680175,2020-10-30
"201",-3.72756688723662,1.06461506846396,1.34465194308853,0.145187880679278,2020-11-06
"202",-3.46518059583623,1.03591695106281,1.43212672392039,0.320245402127112,2020-11-13
"203",-3.32369937190957,1.0092868694068,1.5957984405769,0.316011459488225,2020-11-20
"204",-3.27980210753916,1.01016096053557,1.63247616548687,0.322868392355364,2020-11-27
"205",-3.29633099201435,1.03325738048748,1.64367794172123,0.316352818688361,2020-12-04
"206",-3.30689174597593,1.03449762738184,1.63704347735037,0.319218410069753,2020-12-11
"207",-3.34860520938491,1.02755438951737,1.56019416333189,0.361778130649208,2020-12-18
"208",-3.35733998021468,1.03771124368654,1.55724460316346,0.352697337038987,2020-12-24
"209",-3.24830887619923,1.04203368061625,1.48728115088743,0.383136942335499,2020-12-31
"210",-3.17563198907997,1.05095340672992,1.61291108700758,0.369645458409795,2021-01-08
"211",-3.15368628465628,1.0525829628381,1.60787890273554,0.374284392513396,2021-01-15
"212",-3.15290250327622,1.03652105200689,1.54434339564578,0.415738188035635,2021-01-22
"213",-3.15560453047042,1.03589743948206,1.54516657847706,0.41604699912918,2021-01-29
"214",-3.08969343451529,1.063670643479,1.6051211423607,0.376043365874536,2021-02-05
"215",-3.03993557610349,1.0659049377748,1.64476204706688,0.376282170370805,2021-02-12
"216",-2.90240138916467,1.05250355172307,1.59225759333767,0.420792378595418,2021-02-19
"217",-2.69321305936225,0.99756921533428,1.51414395622488,0.526979111846299,2021-02-26
"218",-2.49266121371872,0.971399698106922,1.35376179568326,0.67176737613442,2021-03-05
"219",-2.53071209835402,0.968215160935214,1.23947561889863,0.677844983251197,2021-03-12
"220",-2.59629082668783,0.972350889167086,1.27369124190973,0.673361886691718,2021-03-19
"221",-2.4273485268285,0.993028142778876,1.08786404610245,0.699208854889712,2021-03-26
"222",-2.36330535729487,1.0012211681393,1.09013190775274,0.705945185713271,2021-04-01
"223",-2.36359360087122,0.996653852059353,1.10095876615987,0.709266311947609,2021-04-09
"224",-2.30199356721957,0.997211471607077,1.07364243913206,0.716863000924207,2021-04-16
"225",-2.23497185860299,1.00574017588466,1.07605765003048,0.704553465389482,2021-04-23
"226",-2.12926757585867,0.999959225382034,1.0672001190868,0.71966597726889,2021-04-30
"227",-2.0062268515552,0.988407870304903,0.987732194049843,0.803386715739492,2021-05-07
"228",-1.98420292043646,0.983868653154813,0.980805976942219,0.811559616435031,2021-05-14
"229",-1.92639126012355,0.976630764229899,0.974316828420926,0.81341631186091,2021-05-21
"230",-1.91806049748886,0.974728539960522,0.973780438973025,0.813317483072279,2021-05-28
"231",-1.80085043761667,0.993911166659957,0.933564983447538,0.823907533511461,2021-06-04
"232",-1.75080085622306,0.995301552076402,0.951751787402507,0.811842711551284,2021-06-11
"233",-1.70122704953368,0.995006558980742,0.946326383666752,0.789830893638175,2021-06-18
"234",-1.63115553723235,0.994679087011803,0.973023950898306,0.797979754271643,2021-06-25
"235",-1.52172913734254,1.01606490087653,0.889619595792969,0.791481744303289,2021-07-02
"236",-1.53987234146228,1.01514141735812,0.896685123380947,0.792232049581511,2021-07-09
"237",-1.53039700494918,1.01288007115001,0.913959117425332,0.788640859784973,2021-07-16
"238",-1.44383106453364,1.02458871647131,0.897443465589931,0.793300068543938,2021-07-23
"239",-1.40401615990752,1.01287366788221,0.905853428910248,0.79598812019165,2021-07-30
"240",-1.35799198111257,1.01176765489436,0.89716007791968,0.789896741653795,2021-08-06
"241",-1.30739715664208,1.00373336117675,0.908691215673427,0.783494414806099,2021-08-13
"242",-1.29541334813053,1.00067891386614,0.908123820093988,0.785871341169257,2021-08-20
"243",-1.24424269306013,1.00782670498405,0.935359525373004,0.781064963761348,2021-08-27
"244",-1.21353253432259,1.01118978010665,0.926272071670486,0.780858604582967,2021-09-03
"245",-1.1415543230138,0.999630714132868,0.953896069758587,0.803965579058999,2021-09-10
"246",-1.12506141185863,0.995024587459406,0.971988007930965,0.811123987461197,2021-09-17
"247",-0.944960934202006,0.981625248781638,0.913391463423119,0.854678805872286,2021-09-24
"248",-0.803972094438603,0.957282934366639,0.923747474739502,0.870554568165563,2021-10-01
"249",-0.759543853451982,0.957856837933371,0.888403296517926,0.890616423673312,2021-10-08
"250",-0.682533474715795,0.953807355934644,0.905337880439694,0.895695104548912,2021-10-15
"251",-0.66413731466336,0.955524756459899,0.901306026675723,0.897597023315123,2021-10-22
"252",-0.635181683217661,0.958870562345373,0.903532088560684,0.892908643247005,2021-10-29
