"","date","regression.beta","beta"
"119",2018-04-13,0.743146177060429,0.744470846740489
"120",2018-04-20,0.733944217884829,0.735710882910513
"121",2018-04-27,0.742386291224235,0.744094969507296
"122",2018-05-04,0.707527540231545,0.708902976437667
"123",2018-05-11,0.729058876637209,0.730671441831169
"124",2018-05-18,0.728348547080656,0.730021201361513
"125",2018-05-25,0.730022204421998,0.731233975517679
"126",2018-06-01,0.732495563564916,0.7339704883065
"127",2018-06-08,0.734206773261078,0.735733753861659
"128",2018-06-15,0.740210126041071,0.74122945940738
"129",2018-06-22,0.708572548798979,0.709764240624232
"130",2018-06-29,0.70896023722776,0.710351050157706
"131",2018-07-06,0.719597590079236,0.720692752661912
"132",2018-07-13,0.729498605691848,0.730787168197329
"133",2018-07-20,0.741391619853188,0.742152942368831
"134",2018-07-27,0.742737362843697,0.743570289870726
"135",2018-08-03,0.741119651664286,0.741780140198807
"136",2018-08-10,0.740830276767462,0.741617865688889
"137",2018-08-17,0.740423074578476,0.741183984259947
"138",2018-08-24,0.738772352991967,0.739620090817542
"139",2018-08-31,0.742959380991704,0.743543440776049
"140",2018-09-07,0.822303389027614,0.822901368336653
"141",2018-09-14,0.841884870489807,0.842286556793663
"142",2018-09-21,0.853268214718838,0.853790595526884
"143",2018-09-28,0.851930184557541,0.853174789890446
"144",2018-10-05,0.850150553153773,0.851661285510293
"145",2018-10-12,0.868519189775995,0.869338984455023
"146",2018-10-19,0.871521475179735,0.872083957824332
"147",2018-10-26,0.941247474165615,0.942312141492347
"148",2018-11-02,0.883905270375759,0.884361652945702
"149",2018-11-09,0.868443096413701,0.868572284137688
"150",2018-11-16,0.864915497757396,0.865095939564819
"151",2018-11-23,0.869197576004229,0.869356445804455
"152",2018-11-30,0.880975365086627,0.88144599018633
"153",2018-12-07,0.801350206076195,0.801996514531629
"154",2018-12-14,0.808724011680403,0.809402736900388
"155",2018-12-21,0.846521600089462,0.846958511124
"156",2018-12-28,0.845022588650402,0.845407074505583
"157",2019-01-04,0.854552784833219,0.855032830885441
"158",2019-01-11,0.865571099666289,0.866134600440481
"159",2019-01-18,0.862514767602275,0.863065760823089
"160",2019-01-25,0.872683742558596,0.873008385476234
"161",2019-02-01,0.876130225708295,0.876589271801541
"162",2019-02-08,0.87910331278525,0.879369568812107
"163",2019-02-15,0.924515991394985,0.924633032117793
"164",2019-02-22,0.925908999448159,0.92587909655971
"165",2019-03-01,0.92377736500364,0.923688621595261
"166",2019-03-08,0.937610373030454,0.937203359821023
"167",2019-03-15,0.939661574523334,0.939261141340126
"168",2019-03-22,0.934192413513181,0.933603725073405
"169",2019-03-29,0.913984873909601,0.913902860436972
"170",2019-04-05,0.899302020631305,0.899083614559791
"171",2019-04-12,0.896652965559284,0.896423589327096
"172",2019-04-18,0.903059238716393,0.902629403877208
"173",2019-04-26,0.892255393489761,0.89157193815419
"174",2019-05-03,0.895811275090501,0.8949565455467
"175",2019-05-10,0.884489770500898,0.883739234642107
"176",2019-05-17,0.884362699837403,0.883681022958616
"177",2019-05-24,0.912662754705574,0.9116768742584
"178",2019-05-31,0.915506792468589,0.914422712984319
"179",2019-06-07,0.874228357526701,0.873112070773206
"180",2019-06-14,0.87461508154072,0.8736109829997
"181",2019-06-21,0.877088867217078,0.875963683106356
"182",2019-06-28,0.872670827635498,0.8715033147427
"183",2019-07-05,0.86033203323817,0.85902932979009
"184",2019-07-12,0.864307245252765,0.863020306870061
"185",2019-07-19,0.869275965825894,0.867909230826025
"186",2019-07-26,0.857883261316126,0.856707751736067
"187",2019-08-02,0.868114466980992,0.86697918638778
"188",2019-08-09,0.87205130334492,0.870870556828126
"189",2019-08-16,0.876747361029713,0.875431031917489
"190",2019-08-23,0.879464844131656,0.878171462408139
"191",2019-08-30,0.884398349855233,0.883138773926312
"192",2019-09-06,0.890004097514401,0.888787636115089
"193",2019-09-13,0.890539101507827,0.889448969210763
"194",2019-09-20,0.881667764899947,0.88078443048187
"195",2019-09-27,0.890885209545848,0.890058779931696
"196",2019-10-04,0.907044541567047,0.906183942069416
"197",2019-10-11,0.911994257351423,0.911128596690736
"198",2019-10-18,0.907059283712189,0.906285621898383
"199",2019-10-25,0.914526266240631,0.913777314087588
"200",2019-11-01,0.914008936048774,0.913359475343296
"201",2019-11-08,0.918239645938032,0.917546907385575
"202",2019-11-15,0.910822387470055,0.91000078456118
"203",2019-11-22,0.907705743330968,0.906820764195776
"204",2019-11-29,0.902953640339301,0.902113967237632
"205",2019-12-06,0.903089824970037,0.902169590663438
"206",2019-12-13,0.903219703530171,0.902298590115338
"207",2019-12-20,0.902002743863269,0.90125427837243
"208",2019-12-27,0.90217312314272,0.901371515606516
"209",2020-01-03,0.89476829732046,0.893974316955363
"210",2020-01-10,0.879503011377206,0.878852921456243
"211",2020-01-17,0.872327825916445,0.871686127014145
"212",2020-01-24,0.884073796798619,0.883470925562107
"213",2020-01-31,0.891610232321921,0.891035984916281
"214",2020-02-07,0.792793960894421,0.792145366377035
"215",2020-02-14,0.77785757260258,0.777212832500697
"216",2020-02-21,0.771915093492406,0.771347845474085
"217",2020-02-28,0.936375937214957,0.936062150881078
"218",2020-03-06,0.938384050698795,0.938165550619006
"219",2020-03-13,1.26971104905998,1.2697326636127
"220",2020-03-20,1.27369013264655,1.27371051692234
"221",2020-03-27,1.23046209877598,1.23055717739312
"222",2020-04-03,1.19805040007103,1.1975392681455
"223",2020-04-09,1.08402278901735,1.08394390341818
"224",2020-04-17,1.07996685169519,1.07994208685306
"225",2020-04-24,1.07413520959558,1.07395818291306
"226",2020-05-01,1.07284816107276,1.07237203011135
"227",2020-05-08,1.09370486151073,1.09300122653038
"228",2020-05-15,1.09942194187594,1.09879109466687
"229",2020-05-22,1.10852958603218,1.10783217680588
"230",2020-05-29,1.0923758546884,1.09184591305447
"231",2020-06-05,1.13658698358989,1.13582971620531
"232",2020-06-12,1.15449813982754,1.15388187326906
"233",2020-06-19,1.15641068868542,1.15584889400512
"234",2020-06-26,1.1730157322072,1.17255730148594
"235",2020-07-02,1.17215340152492,1.17174018387774
"236",2020-07-10,1.16042905451124,1.16018597544872
"237",2020-07-17,1.16092584235128,1.1606711154047
"238",2020-07-24,1.15959851255205,1.15929035856921
"239",2020-07-31,1.14806366248817,1.14797998905621
"240",2020-08-07,1.14926312883273,1.14917310545982
"241",2020-08-14,1.15280789363503,1.15257782524296
"242",2020-08-21,1.14764161384379,1.1475561693278
"243",2020-08-28,1.14054296239489,1.1405174588618
"244",2020-09-04,1.14484674776817,1.144915647011
"245",2020-09-11,1.15098438610453,1.15112304180796
"246",2020-09-18,1.14229540989251,1.14215853445882
"247",2020-09-25,1.14711020813114,1.14706354776287
"248",2020-10-02,1.14706178933805,1.14704728323645
"249",2020-10-09,1.15563087211327,1.15556920531552
"250",2020-10-16,1.15549911127715,1.15549805818508
"251",2020-10-23,1.15646501310493,1.15650677342883
"252",2020-10-30,1.18518305900613,1.18537923618949
"253",2020-11-06,1.15638082182408,1.15673510626377
"254",2020-11-13,1.18899057079915,1.18896099059661
"255",2020-11-20,1.18241128954157,1.18205152827288
"256",2020-11-27,1.19732853261684,1.19690737298935
"257",2020-12-04,1.22376039364349,1.22322064505543
"258",2020-12-11,1.22387918635495,1.22332675786146
"259",2020-12-18,1.23153168639271,1.23104074090317
"260",2020-12-24,1.23241800374515,1.23198481181454
"261",2020-12-30,1.23050288594401,1.23002040250413
