"","symbol","date","open","high","low","close","volume","adjusted"
"1","MUR",2020-01-02,26.889999,27.08,26.389999,26.549999,1970400,24.723854
"2","MUR",2020-01-03,27.299999,27.459999,26.77,27.309999,2738200,25.431581
"3","MUR",2020-01-06,27.469999,27.610001,27.18,27.42,2107300,25.534014
"4","MUR",2020-01-07,27.4,27.860001,27.25,27.719999,1577700,25.813381
"5","MUR",2020-01-08,27.85,27.85,26.76,27.09,2011100,25.226709
"6","MUR",2020-01-09,26.870001,27.389999,26.17,27.379999,2366900,25.496765
"7","MUR",2020-01-10,27.209999,27.48,27.01,27.139999,1824700,25.273272
"8","MUR",2020-01-13,27.09,27.34,26.75,27.299999,1877000,25.422268
"9","MUR",2020-01-14,27.35,28.040001,27.280001,28,1515200,26.074123
"10","MUR",2020-01-15,27.809999,28.120001,27.66,27.879999,1157400,25.962372
"11","MUR",2020-01-16,27.65,27.73,25.969999,26.32,5004600,24.509672
"12","MUR",2020-01-17,26.379999,26.549999,25.26,25.33,3055700,23.587769
"13","MUR",2020-01-21,25.190001,25.32,24.459999,24.549999,2052400,22.861418
"14","MUR",2020-01-22,24.5,24.790001,24.09,24.65,2102300,22.954538
"15","MUR",2020-01-23,24.1,24.51,23.93,24.209999,2271300,22.5448
"16","MUR",2020-01-24,24,24.09,23.33,23.799999,2693600,22.163004
"17","MUR",2020-01-27,23.16,23.52,22.99,23.040001,1959900,21.455276
"18","MUR",2020-01-28,23.389999,23.42,22.99,23.26,2030600,21.660143
"19","MUR",2020-01-29,23.35,23.49,22.49,22.549999,2732900,20.99898
"20","MUR",2020-01-30,20.35,21.700001,19.889999,21.219999,4876900,19.760456
"21","MUR",2020-01-31,20.889999,21.5,20.530001,20.959999,3713800,19.518341
"22","MUR",2020-02-03,20.76,21.610001,20.700001,21.27,3665700,19.807018
"23","MUR",2020-02-04,21.76,21.91,21.459999,21.57,1986200,20.086386
"24","MUR",2020-02-05,22.18,22.98,22.18,22.59,2274400,21.036226
"25","MUR",2020-02-06,22.59,22.75,21.950001,22.35,1680300,20.812737
"26","MUR",2020-02-07,22.049999,22.23,21.84,21.950001,1473500,20.440248
"27","MUR",2020-02-10,21.74,21.83,21.42,21.540001,1384400,20.058449
"28","MUR",2020-02-11,21.93,22.190001,21.790001,21.860001,1380900,20.356438
"29","MUR",2020-02-12,22.540001,22.860001,22.219999,22.610001,2145000,21.054853
"30","MUR",2020-02-13,22.6,22.98,22.07,22.370001,1914100,20.83136
"31","MUR",2020-02-14,22.299999,22.370001,21.790001,22.059999,1334100,20.774857
"32","MUR",2020-02-18,21.84,22.42,21.84,22.35,1742700,21.047962
"33","MUR",2020-02-19,22.540001,22.790001,22.190001,22.360001,2120400,21.057381
"34","MUR",2020-02-20,22.48,22.540001,21.98,22.35,1216500,21.047962
"35","MUR",2020-02-21,22.059999,22.209999,21.549999,22,1125400,20.718351
"36","MUR",2020-02-24,21.120001,21.26,20.610001,21.049999,1817000,19.823692
"37","MUR",2020-02-25,20.950001,21.01,19.67,19.91,2026400,18.750109
"38","MUR",2020-02-26,19.9,19.969999,18.67,18.83,2253100,17.733027
"39","MUR",2020-02-27,18.139999,18.690001,16.950001,17.799999,3806700,16.763031
"40","MUR",2020-02-28,17.120001,19,17.09,18.85,5062700,17.75186
"41","MUR",2020-03-02,19.280001,19.379999,18.23,19.059999,3963800,17.949625
"42","MUR",2020-03-03,19.299999,19.690001,18.530001,18.76,3223600,17.667101
"43","MUR",2020-03-04,19.17,19.200001,18.41,18.98,2418000,17.874285
"44","MUR",2020-03-05,18.51,18.93,17.889999,18.16,4269300,17.102058
"45","MUR",2020-03-06,17.27,17.49,15.84,15.86,3948600,14.936049
"46","MUR",2020-03-09,11.36,12.03,9.06,9.12,13065600,8.588697
"47","MUR",2020-03-10,10.03,10.13,8.58,9.33,9135200,8.786465
"48","MUR",2020-03-11,8.97,9.18,7.41,7.5,8540000,7.063074
"49","MUR",2020-03-12,6.88,6.9,5.96,6.42,10923200,6.045991
"50","MUR",2020-03-13,7.07,7.6,6.04,7.6,12499700,7.157248
