"","symbol","date","open","high","low","close","volume","adjusted"
"1","EOG",2020-01-02,84.32,84.610001,83.540001,84.139999,2496400,77.09359
"2","EOG",2020-01-03,85.580002,86.849998,84.059998,84.989998,3716200,77.872414
"3","EOG",2020-01-06,85.900002,89.290001,85.779999,88.440002,8485500,81.033478
"4","EOG",2020-01-07,88.629997,89.330002,87.230003,89.290001,4320000,81.812294
"5","EOG",2020-01-08,89.239998,89.540001,86.970001,87.339996,5337300,80.025612
"6","EOG",2020-01-09,86.550003,88.370003,84.709999,88.25,6908200,80.859406
"7","EOG",2020-01-10,87.550003,87.610001,86.150002,86.269997,2950600,79.045219
"8","EOG",2020-01-13,85.879997,85.970001,84.339996,85.519997,3399700,78.358032
"9","EOG",2020-01-14,85.370003,86.660004,84.559998,86.330002,4281700,79.100204
"10","EOG",2020-01-15,85.68,86.769997,85.25,86.739998,2562500,79.475853
"11","EOG",2020-01-16,86.959999,88.089996,86.669998,87.019997,5128600,79.998024
"12","EOG",2020-01-17,87.07,87.139999,84.300003,85.309998,4542600,78.426003
"13","EOG",2020-01-21,85.099998,86.169998,84.029999,84.040001,4522700,77.258484
"14","EOG",2020-01-22,84.040001,84.099998,82.779999,83.089996,4030400,76.385139
"15","EOG",2020-01-23,82.099998,82.239998,80.650002,81.830002,3369400,75.22683
"16","EOG",2020-01-24,81.199997,81.209999,78.970001,79.849998,3128800,73.406593
"17","EOG",2020-01-27,77.589996,78.269997,76.610001,76.639999,2968300,70.455627
"18","EOG",2020-01-28,77.470001,77.93,76.57,77.050003,2794300,70.832542
"19","EOG",2020-01-29,77.669998,77.940002,75.040001,75.139999,2701000,69.076675
"20","EOG",2020-01-30,74.129997,75.989998,73.589996,75.82,4535800,69.701797
"21","EOG",2020-01-31,74.32,74.800003,72.510002,72.910004,5004100,67.026619
"22","EOG",2020-02-03,72.830002,73,71.269997,71.370003,3803200,65.610886
"23","EOG",2020-02-04,72.910004,74.800003,72.900002,73.620003,4725200,67.679329
"24","EOG",2020-02-05,75.5,77.980003,75.279999,77.050003,3724800,70.832542
"25","EOG",2020-02-06,77.400002,77.400002,75.220001,75.870003,2128800,69.747772
"26","EOG",2020-02-07,74.849998,75.32,73.900002,74.349998,2257800,68.35041
"27","EOG",2020-02-10,73.900002,74.139999,73.059998,73.699997,2865400,67.752869
"28","EOG",2020-02-11,75.129997,75.410004,74.309998,74.790001,2191500,68.754913
"29","EOG",2020-02-12,76.599998,76.910004,75.169998,75.379997,2860000,69.297295
"30","EOG",2020-02-13,75,76.040001,74.75,75.68,2197600,69.57309
"31","EOG",2020-02-14,76,76.220001,73.839996,74.919998,2087700,68.874413
"32","EOG",2020-02-18,74.529999,75.07,73.529999,74.529999,2520800,68.515884
"33","EOG",2020-02-19,74.93,77.669998,74.93,77.279999,2765200,71.043983
"34","EOG",2020-02-20,76.790001,77.370003,75.690002,75.989998,2447100,69.858063
"35","EOG",2020-02-21,74.870003,74.870003,73.650002,74.209999,2963700,68.221718
"36","EOG",2020-02-24,71.330002,71.330002,69.400002,69.910004,3854400,64.268692
"37","EOG",2020-02-25,70.150002,70.32,65.550003,66.989998,6558100,61.584316
"38","EOG",2020-02-26,67.720001,67.769997,63.080002,63.200001,5371300,58.100151
"39","EOG",2020-02-27,60.59,63.560001,58.849998,60,7699300,55.158371
"40","EOG",2020-02-28,57.299999,63.259998,56.34,63.259998,11070400,58.155308
"41","EOG",2020-03-02,63.810001,63.900002,60.16,62.860001,8008500,57.787586
"42","EOG",2020-03-03,62.93,65.410004,60.889999,62.43,6432200,57.392288
"43","EOG",2020-03-04,63.619999,64.5,62.279999,64.080002,5455100,58.909142
"44","EOG",2020-03-05,61.779999,63.740002,60.709999,61.869999,4905100,56.87748
"45","EOG",2020-03-06,58.919998,59.900002,53.869999,55.299999,9915000,50.837631
"46","EOG",2020-03-09,38.220001,40.18,34.889999,37.599998,18938200,34.56591
"47","EOG",2020-03-10,39.880001,41.709999,35.810001,41.599998,13804500,38.243137
"48","EOG",2020-03-11,39.450001,39.950001,37.560001,38.860001,13208700,35.724239
"49","EOG",2020-03-12,35.189999,35.950001,31.66,32.5,12384000,29.877451
"50","EOG",2020-03-13,35.25,35.82,30.25,34.799999,13961100,31.99185
"51","EOG",2020-03-16,29.99,36.09,28.110001,31.1,10311100,28.590424
"52","EOG",2020-03-17,31.389999,33.240002,29.620001,30.889999,10122100,28.397366
"53","EOG",2020-03-18,28.190001,30.15,27,29.76,7759600,27.358551
"54","EOG",2020-03-19,29.940001,34.549999,29.76,33.220001,9407700,30.539354
"55","EOG",2020-03-20,34.689999,37.240002,33.52,34.889999,12411400,32.074593
"56","EOG",2020-03-23,34.599998,36.529999,33.110001,34.540001,8642100,31.75284
"57","EOG",2020-03-24,36.439999,40,35.720001,39.799999,10485900,36.588383
"58","EOG",2020-03-25,39.09,41.57,36.700001,39.689999,9492500,36.487255
"59","EOG",2020-03-26,36.119999,40.200001,36.119999,39.529999,9263100,36.340176
"60","EOG",2020-03-27,37.830002,38.389999,34.880001,36,10078900,33.09502
"61","EOG",2020-03-30,35.009998,35.470001,33.52,34.98,9148200,32.157333
"62","EOG",2020-03-31,36.900002,38.610001,35.18,35.919998,7816000,33.021477
"63","EOG",2020-04-01,34.57,35.470001,33.549999,34.599998,6250300,31.807997
"64","EOG",2020-04-02,36.630001,43.450001,36.290001,38.299999,12694000,35.209427
"65","EOG",2020-04-03,40,41.290001,38.43,39.889999,13593900,36.67112
"66","EOG",2020-04-06,40.68,40.939999,37.66,39.43,9030700,36.248241
"67","EOG",2020-04-07,42,42.939999,40.610001,41.330002,7531800,37.994919
"68","EOG",2020-04-08,42.259998,45.389999,42.169998,45.290001,7217500,41.635384
"69","EOG",2020-04-09,47.25,47.580002,42.549999,44.82,10998400,41.2033
"70","EOG",2020-04-13,46.200001,46.98,42.740002,43.290001,5758200,39.796768
"71","EOG",2020-04-14,42.849998,43.48,41.77,42.23,5410700,38.822304
"72","EOG",2020-04-15,39.369999,40.400002,38.779999,39.889999,6256000,36.999676
"73","EOG",2020-04-16,39.549999,39.650002,36.400002,36.52,6638800,33.873856
"74","EOG",2020-04-17,37.549999,42.130001,37.490002,41.84,10886100,38.808388
"75","EOG",2020-04-20,39.029999,43.029999,38.84,41.169998,6680800,38.186935
"76","EOG",2020-04-21,39.27,41.639999,39.27,40.5,6313900,37.565475
"77","EOG",2020-04-22,42.689999,43.330002,41.59,43.150002,5273600,40.023472
"78","EOG",2020-04-23,45.25,46.119999,44.080002,44.220001,7565400,41.015942
"79","EOG",2020-04-24,45,45.330002,42.810001,43.360001,5192300,40.218254
"80","EOG",2020-04-27,42.860001,45.080002,42.049999,44.540001,4777200,41.312756
"81","EOG",2020-04-28,46.040001,46.810001,44.5,44.98,4409600,41.720871
"82","EOG",2020-04-29,47.200001,47.900002,45.470001,47.720001,6661500,44.262341
"83","EOG",2020-04-30,47.799999,49.110001,45.860001,47.509998,5449300,44.067551
"84","EOG",2020-05-01,46.139999,46.959999,43.84,44.57,5699200,41.34058
"85","EOG",2020-05-04,43.5,46.799999,43.259998,46.740002,7710200,43.353348
"86","EOG",2020-05-05,48.5,49.200001,45.700001,46.049999,7181600,42.713341
"87","EOG",2020-05-06,46.139999,47.080002,45.599998,45.84,3247100,42.518555
"88","EOG",2020-05-07,47.57,49.41,47.389999,48.310001,5907500,44.809589
"89","EOG",2020-05-08,49.299999,51.509998,48.459999,51.450001,7284300,47.722076
"90","EOG",2020-05-11,50.740002,51.970001,49.5,49.84,5279100,46.228725
"91","EOG",2020-05-12,50.009998,50.540001,48.709999,49.720001,5286000,46.117424
"92","EOG",2020-05-13,49.450001,49.450001,47.549999,48.200001,5768000,44.707558
"93","EOG",2020-05-14,47.139999,48.959999,45.91,47.560001,5903800,44.113934
"94","EOG",2020-05-15,47.09,48.810001,46.939999,47.68,4004800,44.225235
"95","EOG",2020-05-18,50.5,52.68,50.009998,52.439999,6340600,48.640339
"96","EOG",2020-05-19,52.290001,52.77,50.580002,50.66,3559100,46.989311
"97","EOG",2020-05-20,51.650002,53.389999,51.509998,52.650002,3303600,48.835121
"98","EOG",2020-05-21,52.950001,53.560001,51.610001,52.32,3881100,48.529034
"99","EOG",2020-05-22,52.209999,52.380001,50.950001,52.279999,2500200,48.491928
"100","EOG",2020-05-26,54.360001,54.369999,51.299999,51.439999,5685300,47.712799
"101","EOG",2020-05-27,52.279999,52.740002,50.330002,52.73,3968600,48.909328
"102","EOG",2020-05-28,52.610001,53.099998,51.310001,51.639999,4688700,47.898308
"103","EOG",2020-05-29,51.48,51.48,49.93,50.970001,6602700,47.276852
"104","EOG",2020-06-01,50.720001,51.919998,50,51.810001,3263900,48.055988
"105","EOG",2020-06-02,52.5,54.849998,52.349998,54.810001,4824400,50.838615
"106","EOG",2020-06-03,56.110001,56.259998,53.93,55.369999,4638800,51.358044
"107","EOG",2020-06-04,55,55.689999,54.150002,55.150002,4361200,51.153984
"108","EOG",2020-06-05,59.209999,59.860001,58.220001,59.310001,6327200,55.012558
"109","EOG",2020-06-08,61.970001,62.43,59.099998,62.110001,6075100,57.60968
"110","EOG",2020-06-09,59.560001,61.419998,58.650002,59.470001,6336900,55.160965
"111","EOG",2020-06-10,58.029999,58.110001,55.599998,55.630001,6349300,51.599205
"112","EOG",2020-06-11,51.77,54.93,51.07,51.150002,5890600,47.443813
"113","EOG",2020-06-12,53.849998,54.18,50.66,52.57,4552500,48.760921
"114","EOG",2020-06-15,49.73,52.740002,49.27,52.209999,5415200,48.427002
"115","EOG",2020-06-16,54.549999,54.939999,51.900002,54.599998,4660800,50.643829
"116","EOG",2020-06-17,54.5,54.549999,52.439999,52.48,3933500,48.677441
"117","EOG",2020-06-18,52,53.84,51.470001,52.93,3444300,49.094833
"118","EOG",2020-06-19,55.439999,55.490002,52.27,52.299999,7928400,48.510483
"119","EOG",2020-06-22,51.990002,52.82,51.330002,52.419998,3335400,48.621784
"120","EOG",2020-06-23,53.189999,53.5,52,52.459999,3850000,48.65889
"121","EOG",2020-06-24,51.57,52.299999,48.91,48.950001,4258300,45.403217
"122","EOG",2020-06-25,48.43,50.799999,48.009998,50.73,3504500,47.054245
"123","EOG",2020-06-26,50.16,50.259998,48.41,48.759998,4342700,45.226982
"124","EOG",2020-06-29,49.029999,49.849998,48.43,49.650002,2634100,46.052502
"125","EOG",2020-06-30,49.049999,51.009998,48.779999,50.66,3104900,46.989311
"126","EOG",2020-07-01,51.029999,51.990002,49.779999,49.860001,3394800,46.24728
"127","EOG",2020-07-02,51.169998,51.630001,50.450001,50.52,4166400,46.859455
"128","EOG",2020-07-06,51.220001,52.09,49.869999,50.41,2381400,46.757427
"129","EOG",2020-07-07,49.68,49.779999,48.02,48.110001,3779700,44.624081
"130","EOG",2020-07-08,48.279999,48.759998,47.169998,47.439999,3867400,44.002628
"131","EOG",2020-07-09,47.279999,47.439999,44.279999,44.34,5209700,41.127247
"132","EOG",2020-07-10,44.34,45.57,44.040001,45.400002,6245700,42.110435
"133","EOG",2020-07-13,45.869999,46.139999,44.540001,44.950001,3817700,41.69305
"134","EOG",2020-07-14,44.84,47.299999,44.470001,47.279999,3695600,43.854221
"135","EOG",2020-07-15,48.290001,48.41,46.299999,47.459999,4202100,44.021179
"136","EOG",2020-07-16,46.52,48.349998,46.139999,47.82,3080100,44.708351
"137","EOG",2020-07-17,47.830002,48.889999,46.860001,47.16,2949500,44.091293
"138","EOG",2020-07-20,46.93,48.650002,46.93,47.700001,4004100,44.596157
"139","EOG",2020-07-21,48.700001,50.990002,48.700001,50.419998,4584300,47.139168
"140","EOG",2020-07-22,49.610001,50.48,49.009998,50.189999,2565000,46.924137
"141","EOG",2020-07-23,49.580002,50.080002,48.630001,48.849998,4936400,45.671326
"142","EOG",2020-07-24,49.139999,49.98,48.619999,49.040001,3055000,45.848972
"143","EOG",2020-07-27,48.810001,49.490002,48.169998,48.560001,2474800,45.400204
"144","EOG",2020-07-28,48.110001,48.689999,47.189999,47.27,2763300,44.194141
"145","EOG",2020-07-29,47.389999,48.52,46.950001,48.5,3016100,45.344101
"146","EOG",2020-07-30,47.34,47.689999,46.09,46.580002,3226500,43.549038
"147","EOG",2020-07-31,45.91,46.880001,45.849998,46.849998,2885500,43.801464
"148","EOG",2020-08-03,46.860001,47.07,45.91,46.369999,4004500,43.352703
"149","EOG",2020-08-04,46.380001,48.77,46.09,48.459999,5754300,45.306702
"150","EOG",2020-08-05,49.869999,51.110001,49.52,50.75,5052800,47.447689
"151","EOG",2020-08-06,50.41,51.080002,50.259998,50.889999,3290600,47.578583
"152","EOG",2020-08-07,47,49.189999,45.07,48.810001,8528400,45.633934
"153","EOG",2020-08-10,48.990002,50.630001,48.639999,50.459999,4088700,47.176567
"154","EOG",2020-08-11,52,52.779999,49.23,49.419998,5528600,46.204239
"155","EOG",2020-08-12,50.330002,50.34,48.619999,49.09,4644300,45.89571
"156","EOG",2020-08-13,48.77,49.150002,47.380001,47.419998,3394600,44.334373
"157","EOG",2020-08-14,47.349998,47.98,46.93,47.970001,3498900,44.848595
"158","EOG",2020-08-17,47.900002,47.900002,46.09,46.540001,4693800,43.511639
"159","EOG",2020-08-18,46.32,47.18,46.18,46.349998,3215400,43.334003
"160","EOG",2020-08-19,46.200001,46.560001,45.439999,45.610001,2878900,42.642159
"161","EOG",2020-08-20,44.959999,45.299999,44.09,44.099998,4225500,41.230408
"162","EOG",2020-08-21,44.080002,44.119999,42.98,43.389999,4166400,40.566608
"163","EOG",2020-08-24,43.709999,44.970001,43.360001,44.330002,6078900,41.445442
"164","EOG",2020-08-25,44.98,45.130001,44.049999,44.380001,3263300,41.492195
"165","EOG",2020-08-26,44.240002,44.360001,43.009998,43.259998,3054000,40.445065
